t_s,qin_m3s,qout_m3s,u,L_m,Vg_m3,n_mol,P_Pa,n_in_mols,n_out_mols,dP_liq_Pa,L_true_m,P_true_Pa,L_meas_m,P_meas_Pa,L_missing,P_missing
13.0,0.004,0.0015474810428702996,0.55,1.0095228154338278,8.971431553698515,355.45663129118554,105410.74217165599,4.0,5.216387347308433,12666.169007830476,1.0095228154338278,105410.74217165599,1.0148459072893614,105237.74798398589,False,False
13.5,0.004,0.001537521050844847,0.55,1.0099332285920204,8.970200314223938,354.89983887203033,105260.07115192807,4.0,5.113584838310434,12503.648168150965,1.0099332285920204,105260.07115192807,1.0135876692356611,105427.93326311292,False,False
14.0,0.004,0.0015284409564997,0.55,1.0103451550992704,8.968964534702188,354.39063305283474,105123.5276688172,4.0,5.018411638391142,12356.399378542636,1.0103451550992704,105123.5276688172,1.0144724812152301,105293.38399638965,False,False
14.5,0.004,0.0015201861420244876,0.55,1.010758457408933,8.967724627773201,353.9253451852405,105000.02413569232,4.0,4.9305757351885475,12223.290744612468,1.010758457408933,105000.02413569232,1.0150666674390119,104835.1583493533,False,False
15.0,0.004,0.0015127020822998753,0.55,1.011173007061883,8.966480978814351,353.50046609194374,104888.52006159672,4.0,4.849758186593519,12103.23353279671,1.011173007061883,104888.52006159672,1.0325894830705875,104551.68953191541,False,False
15.5,0.004,0.0015059348881482073,0.55,1.0115886845805249,8.965233946258426,353.11265703371595,104788.02532276725,4.0,4.775618116455607,11995.18618098223,1.0115886845805249,104788.02532276725,1.0075245344166788,104432.78682319776,False,False
16.0,0.004,0.0014998317957077396,0.55,1.0120053792812402,8.96398386215628,352.758758030694,104697.60265049647,4.0,4.707798006043846,11898.157569141958,1.0120053792812402,104697.60265049647,1.006882951990525,104723.5543130729,False,False
16.5,0.004,0.0014943415931970697,0.55,1.0124229890157075,8.962731032952878,352.4357934935574,104616.36932161963,4.0,4.64592907427324,11811.20950563309,1.0124229890157075,104616.36932161963,1.0042852617332287,104714.47228225642,False,False
17.0,0.004,0.0014894149796767836,0.55,1.012841419852428,8.961475740442715,352.14097521870616,104543.49806715878,4.0,4.589636549702559,11733.458415527102,1.012841419852428,104543.49806715878,1.019001214078183,104305.7403180214,False,False
17.5,0.004,0.0014850048536528368,0.55,1.0132605857101527,8.960218242869542,351.87170288876115,104478.21724057544,4.0,4.53854465989002,11664.076246598255,1.0132605857101527,104478.21724057544,1.0245503086373615,104486.19284297327,False,False
18.0,0.004,0.0014810665322965246,0.55,1.0136804079547699,8.95895877613569,351.6255622909978,104419.81030829837,4.0,4.492281195526702,11602.290634519546,1.0136804079547699,104419.81030829837,1.0125409333782212,104590.97141913993,False,False
18.5,0.004,0.001477557904530276,0.55,1.0141008149706816,8.957697555087956,351.40032151901886,104367.61474089975,4.0,4.450481543957865,11547.384390029221,1.0141008149706816,104367.61474089975,1.0056992502010562,104553.07195529934,False,False
19.0,0.004,0.0014744395231591745,0.55,1.0145217417168217,8.956434774849534,351.1939254563321,104321.02039326908,4.0,4.412792125373503,11498.694386532778,1.0145217417168217,104321.02039326908,1.0062769295599094,104786.58442930582,False,False
19.5,0.004,0.0014716746425870336,0.55,1.0149431292763906,8.955170612170829,351.00448885546183,104279.46746665121,4.0,4.378873201740615,11455.609936574796,1.0149431292763906,104279.46746665121,1.0214490571546377,104662.56171631062,False,False
20.0,0.004,0.001469229209464955,0.55,1.0153649244081464,8.95390522677556,350.8302883250043,104242.44414512647,4.0,4.348401060915124,11417.570750122399,1.0153649244081464,104242.44414512647,1.0227974661201809,103942.0567152995,False,False
20.5,0.004,0.001467071813939548,0.55,1.0157870791058232,8.95263876268253,350.66975352264575,104209.4839949047,4.0,4.321069604717033,11384.064567303802,1.0157870791058232,104209.4839949047,1.0212186217888752,104714.55985776611,False,False
21.0,0.004,0.0014651736090805193,0.55,1.0162095501709765,8.95137134948707,350.5214578279502,104180.16320767903,4.0,4.29659138939114,11354.624554028609,1.0162095501709765,104180.16320767903,1.0095544530980896,104020.87025631231,False,False
21.5,0.004,0.0014635082056672002,0.55,1.0166322988033654,8.950103103589903,350.38410873800575,104154.09776021312,4.0,4.274698179888935,11328.826541779714,1.0166322988033654,104154.09776021312,1.0189539120340325,104467.55960394944,False,False
22.0,0.004,0.0014620515488934884,0.55,1.017055290211883,8.94883412936435,350.2565381947943,104130.94055221662,4.0,4.255141086422864,11306.28618378498,1.017055290211883,104130.94055221662,1.0182221483032903,104151.33654003195,False,False
22.5,0.004,0.0014607817827961686,0.55,1.0174784932480836,8.94756452025575,350.137693017924,104110.3785741352,4.0,4.237690353740628,11286.656089648406,1.0174784932480836,104110.3785741352,1.0196653792153738,103986.73376059812,False,False
23.0,0.004,0.0014596791073940953,0.55,1.017901880063518,8.946294359809446,350.0266255820953,104092.13014632888,4.0,4.222134871657383,11269.622990084348,1.017901880063518,104092.13014632888,1.026616167843,103549.8210883964,False,False
23.5,0.004,0.001458725632702363,0.55,1.018325425791401,8.945023722625798,349.92248484675315,104075.94226164976,4.0,4.208281470684305,11254.904973238528,1.018325425791401,104075.94226164976,1.0205613812791479,104024.47290858485,False,False
24.0,0.004,0.0014579052329980456,0.55,1.018749108252568,8.943752675242296,349.82450781669786,104061.58805492178,4.0,4.195954060110581,11242.248824611359,1.018749108252568,104061.58805492178,1.025538243883287,103593.7730843301,False,False
24.5,0.004,0.0014572034039901916,0.55,1.0191729076852363,8.942481276944292,349.7320114874598,104048.86441541424,4.0,4.184992658476167,11231.427494085821,1.0191729076852363,104048.86441541424,1.0198486983801252,104339.05418616706,False,False
25.0,0.004,0.0014566071249031182,0.55,1.0195968064977525,8.941209580506742,349.6443853081205,104037.58975212705,4.0,4.1752523586785895,11222.237706147582,1.0195968064977525,104037.58975212705,1.0224880004846524,104492.62754926883,False,False
25.5,0.004,0.001456104726925647,0.55,1.0200207890432649,8.939937632870205,349.5610841768859,104027.60191654055,4.0,4.166602262469162,11214.497723108561,1.0200207890432649,104027.60191654055,1.0263336713016502,103788.52861975154,False,False
26.0,0.004,0.001455685769010239,0.55,1.0204448414150964,8.93866547575471,349.48162197081797,104018.75628334975,4.0,4.158924412135845,11208.04526597781,1.0204448414150964,104018.75628334975,1.0058732832165398,104109.34750610554,False,False
26.5,0.004,0.0014553409216208123,0.55,1.020868951261493,8.93739314621552,349.40556560035026,104010.92398649231,4.0,4.152112740935439,11202.735593489531,1.020868951261493,104010.92398649231,1.01767223909792,103793.30652988992,False,False
27.0,0.004,0.0014550618587188461,0.55,1.021293107618373,8.936120677144881,349.3325295711439,104003.99030537494,4.0,4.146072058412735,11198.439736586275,1.021293107618373,104003.99030537494,1.0165893810754452,103815.4448863339,False,False
27.5,0.004,0.0014548411580356788,0.55,1.0217173007587006,8.934848097723897,349.26217103006945,103997.85319448117,4.0,4.140717082148893,11195.042883250748,1.0217173007587006,103997.85319448117,1.0153285222762671,104230.20160564077,False,False
28.0,0.004,0.0014546722094952403,0.55,1.0221415220571182,8.933575433828645,349.1941852682302,103992.42194838345,4.0,4.135971523678504,11192.442906857594,1.0221415220571182,103992.42194838345,1.0193900995448513,103980.86046983043,False,False
28.5,0.004,0.0014545491315163955,0.55,1.0225657638685322,8.932302708394403,349.12830165161154,103987.6159934846,4.0,4.131767233237378,11190.549030056725,1.0225657638685322,103987.6159934846,1.0375151769808761,104509.5104060639,False,False
29.0,0.004,0.0014544666948295563,0.55,1.022990019419394,8.93102994174182,349.0642799488246,103983.36379747133,4.0,4.1280434055738064,11189.280615502348,1.022990019419394,103983.36379747133,1.0143317082624614,103838.69405386045,False,False
29.5,0.004,0.0014544202533797587,0.55,1.0234142827104973,8.929757151868507,349.0019070252353,103979.60188740534,4.0,4.124745847178532,11188.56607439995,1.0234142827104973,103979.60188740534,1.033097066256412,104279.40278714769,False,False
30.0,0.004,0.0014544056818520225,0.55,1.0238385484301886,8.928484354709434,348.94099387329305,103976.27396752386,4.0,4.121826303884503,11188.341883786823,1.0238385484301886,103976.27396752386,1.0070098507140306,104005.49799141119,False,False
30.5,0.004,0.0014544193193379872,0.55,1.0242628118769657,8.927211564369102,348.8813729499098,103973.33012812634,4.0,4.119241846766547,11188.551703608984,1.0242628118769657,103973.33012812634,1.020913961577108,104212.06353104961,False,False
31.0,0.004,0.0014544579186614366,0.55,1.024687068890522,8.925938793328434,348.82289579312567,103970.72613732716,4.0,4.116954313568295,11189.14558496242,1.024687068890522,103970.72613732716,1.0263145995415721,103836.57884012818,False,False
31.5,0.004,0.0014545186008896578,0.55,1.0251113157903737,8.92466605262888,348.7654308919127,103968.42280793189,4.0,4.114929802426018,11190.07926127078,1.0251113157903737,103968.42280793189,1.0309735391039665,103953.5551566664,False,False
32.0,0.004,0.0014545988145751737,0.55,1.0255355493212779,8.923393352036166,348.70886178471227,103966.38543220762,4.0,4.1131382144007835,11191.313514649917,1.0255355493212779,103966.38543220762,1.0326478151192064,103931.73576841794,False,False
32.5,0.004,0.0014546962992950815,0.55,1.0259597666047287,8.922120700185815,348.6530853641032,103964.5832778491,4.0,4.111552841218119,11192.813610223098,1.0259597666047287,103964.5832778491,1.033893238956728,103713.76614339536,False,False
33.0,0.004,0.001454809053081365,0.55,1.0263839650958817,8.920848104712356,348.5980103667957,103962.98913897459,4.0,4.110149994615069,11194.548791682631,1.0263839650958817,103962.98913897459,1.0228967143733974,104161.61359934912,False,False
33.5,0.004,0.001454935303363563,0.55,1.026808142545321,8.919575572364037,348.54355602990734,103961.57893650525,4.0,4.108908673776697,11196.4918319266,1.026808142545321,103961.57893650525,1.0221846246186754,104156.65363817876,False,False
34.0,0.004,0.0014550734810737699,0.55,1.0272322969651422,8.918303109104574,348.48965089616615,103960.33136278106,4.0,4.107810267482371,11198.618633119408,1.0272322969651422,103960.33136278106,1.0358120557777137,104138.39777125273,False,False
34.5,0.004,0.0014552221975923968,0.55,1.0276564265988768,8.91703072020337,348.4362317522869,103959.22756574088,4.0,4.106838287758451,11200.907871024894,1.0276564265988768,103959.22756574088,1.0257433833500607,104420.31726191616,False,False
35.0,0.004,0.0014553802242408217,0.55,1.0280805298948366,8.91575841031549,348.3832426862699,103958.25086843841,4.0,4.105978132034023,11203.34067893561,1.0280805298948366,103958.25086843841,1.0153236666614573,104393.0543088093,False,False
35.5,0.004,0.00145554647405351,0.55,1.0285046054824942,8.914486183552517,348.3306342507661,103957.38652007957,4.0,4.105216871007647,11205.900366966503,1.0285046054824942,103957.38652007957,1.0171717333424595,103844.90311312483,False,False
36.0,0.004,0.0014557199855872102,0.55,1.028928652151563,8.913214043545311,348.2783627209418,103956.62147514778,4.0,4.10454305964857,11208.572172895349,1.028928652151563,103956.62147514778,1.019734129291547,104068.53717067804,False,False
36.5,0.004,0.0014558999085481593,0.55,1.0293526688334718,8.911941993499585,348.2263894364577,103955.94419753447,4.0,4.103946568968193,11211.34304111359,1.0293526688334718,103955.94419753447,1.0343242762740095,103768.863990757,False,False
37.0,0.004,0.001456085491039936,0.55,1.0297766545849651,8.910670036245104,348.1746802182557,103955.34448691204,4.0,4.103418436404041,11214.20142660237,1.0297766545849651,103955.34448691204,1.0312009119456709,103962.35108174641,False,False
37.5,0.004,0.0014562760682545642,0.55,1.0302006085735893,8.909398174279232,348.12320485182806,103954.81332487632,4.0,4.102950732855207,11217.137121168775,1.0302006085735893,103954.81332487632,1.037105462114267,103774.88849014066,False,False
38.0,0.004,0.0014564710524476677,0.55,1.030624530064848,8.908126409805456,348.0719366295319,103954.34273865008,4.0,4.10253644459235,11220.141099467193,1.030624530064848,103954.34273865008,1.0263520036014826,104440.3638313909,False,False
38.5,0.004,0.001456669924055214,0.55,1.0310484184108388,8.906854744767482,348.0208519453123,103953.92568037614,4.0,4.10216936843916,11223.20538259582,1.0310484184108388,103953.92568037614,1.032633815321606,104063.03512547903,False,False
39.0,0.004,0.0014568722238244064,0.55,1.0314722730402015,8.905583180879395,347.9699299359219,103953.55592024297,4.0,4.101844018780734,11226.322917294918,1.0314722730402015,103953.55592024297,1.037728176979875,103888.14718181164,False,False
39.5,0.004,0.0014570775458449957,0.55,1.0318960934492274,8.904311719652318,347.91915216337105,103953.22795187903,4.0,4.101555545101763,11229.487468988693,1.0318960934492274,103953.22795187903,1.028802628052025,104311.31352343595,False,False
40.0,0.004,0.0014572855313796152,0.55,1.0323198791939974,8.903040362418007,347.86850233392516,103952.9369086228,4.0,4.101299658891776,11232.693527105414,1.0323198791939974,103952.9369086228,1.0368876315695714,103301.75228568417,False,False
40.5,0.004,0.0014574958634027467,0.55,1.0327436298834303,8.90176911034971,347.81796604948727,103952.67848943193,4.0,4.101072568875842,11235.936221281943,1.0327436298834303,103952.67848943193,1.0261243704727638,103348.44771097234,False,False
41.0,0.004,0.0014577082617679607,0.55,1.0331673451731356,8.900497964480593,347.7675305876668,103952.44889333217,4.0,4.100870923641018,11239.211247214911,1.0331673451731356,103952.44889333217,1.0295368067074848,104191.2004898981,False,False
41.5,0.004,0.0014579224789319552,0.55,1.0335910247599802,8.89922692572006,347.7171847072526,103952.24476142906,4.0,4.100691760828396,11242.514801058362,1.0335910247599802,103952.24476142906,1.0297736458199969,103970.38529586427,False,False
42.0,0.004,0.0014581382961718092,0.55,1.0340146683772848,8.897955994868145,347.6669184761776,103952.06312561761,4.0,4.100532462150004,11245.843521390152,1.0340146683772848,103952.06312561761,1.0220562719213944,104027.19701569584,False,False
42.5,0.004,0.0014583555202391462,0.55,1.0344382757905783,8.896685172628265,347.6167231193913,103951.90136322031,4.0,4.100390713572637,11249.194437881602,1.0344382757905783,103951.90136322031,1.039308000598434,103553.98253222475,False,False
43.0,0.004,0.0014585739804010556,0.55,1.0348618467938449,8.895414459618465,347.5665908843507,103951.75715687324,4.0,4.100264470081169,11252.564925900051,1.0348618467938449,103951.75715687324,1.0301678233918177,103944.78704361813,False,False
43.5,0.004,0.0014587935258234424,0.55,1.0352853812062077,8.894143856381376,347.51651492210027,103951.62845905566,4.0,4.100151924500936,11255.952666363713,1.0352853812062077,103951.62845905566,1.0354103223934845,104552.68128217607,False,False
44.0,0.004,0.0014590140232573795,0.55,1.035708878868998,8.892873363393006,347.4664891821426,103951.51346072902,4.0,4.100051479915372,11259.355610243623,1.035708878868998,103951.51346072902,1.0405163454580573,104198.77334666779,False,False
44.5,0.004,0.0014592353549936256,0.55,1.0361323396431659,8.891602981070502,347.4165083195084,103951.41056361083,4.0,4.099961725268391,11262.771947178164,1.0361323396431659,103951.41056361083,1.0405976514034654,104002.32252715368,False,False
45.0,0.004,0.0014594574170543493,0.55,1.0365557634069902,8.89033270977903,347.3665676126153,103951.31835566377,4.0,4.099881413786172,11266.200077725367,1.0365557634069902,103951.31835566377,1.043209614496718,103819.60218263228,False,False
45.5,0.004,0.0014596801175946843,0.55,1.0369791500540577,8.889062549837828,347.31666289066794,103951.2355894292,4.0,4.099809443894692,11269.638588832955,1.0369791500540577,103951.2355894292,1.0359942952089636,103832.86373386838,False,False
46.0,0.004,0.0014599033754898977,0.55,1.0374024994914761,8.88779250152557,347.2667904694947,103951.16116287553,4.0,4.099744842346517,11273.086232154958,1.0374024994914761,103951.16116287553,1.0331695163710346,103312.40179611553,False,False
46.5,0.004,0.0014601271190866775,0.55,1.037825811638295,8.886522565085116,347.21694709484365,103951.09410247042,4.0,4.0996867493021245,11276.541904885207,1.037825811638295,103951.09410247042,1.037028629529231,104028.38622874676,False,False
47.0,0.004,0.0014603512850995272,0.55,1.0382490864241118,8.885252740727665,347.16712989227346,103951.03354822005,4.0,4.099634405140378,11280.004632816346,1.0382490864241118,103951.03354822005,1.0213757420845315,104204.6784807646,False,False
47.5,0.004,0.0014605758176355205,0.55,1.0386723237878392,8.883983028636482,347.1173363228738,103950.97874044659,4.0,4.09958713879926,11283.473555367504,1.0386723237878392,103950.97874044659,1.0242011990636084,103478.2929422954,False,False
48.0,0.004,0.0014608006673324577,0.55,1.039095523676617,8.882713428970149,347.06756414413917,103950.92900810303,4.0,4.099544357469275,11286.947912351487,1.039095523676617,103950.92900810303,1.025868527553073,103752.50394041098,False,False
48.5,0.004,0.0014610257905973234,0.55,1.0395186860448509,8.881443941865447,347.01781137539734,103950.88375844686,4.0,4.0995055374836875,11290.427032280506,1.0395186860448509,103950.88375844686,1.0295462177688361,103603.64436877683,False,False
49.0,0.004,0.001461251148933388,0.55,1.039941810853362,8.880174567439914,346.9680762672639,103950.84246791483,4.0,4.099470216266961,11293.910322031845,1.039941810853362,103950.84246791483,1.0439395531205964,103661.2371094722,False,False
49.5,0.004,0.0014614767083456562,0.55,1.0403648980686377,8.878905305794087,346.91835727465445,103950.80467405962,4.0,4.099437985218818,11297.39725771559,1.0403648980686377,103950.80467405962,1.031310107515037,103966.84916210618,False,False
50.0,0.004,0.0014617024388155664,0.55,1.0407879476621684,8.877636157013495,346.86865303294167,103950.76996842482,4.0,4.099408483425574,11300.887376604955,1.0407879476621684,103950.76996842482,1.0370063221217745,103325.44932192827,False,False
50.5,0.004,0.0014619283138368909,0.55,1.0412109596098622,8.876367121170414,346.81896233689025,103950.73799024937,4.0,4.099381392102821,11304.380270005813,1.0412109596098622,103950.73799024937,1.0542032425877228,104135.01912175649,False,False
51.0,0.004,0.0014621543100057134,0.55,1.041633933891528,8.875098198325416,346.76928412204796,103950.70842090518,4.0,4.099356429684539,11307.875576956207,1.041633933891528,103950.70842090518,1.0380712941809136,104176.86494188529,False,False
51.5,0.004,0.0014623804066582155,0.55,1.0420568704904183,8.873829388528744,346.71961744830605,103950.68097898232,4.0,4.099333347483853,11311.372978659689,1.0420568704904183,103950.68097898232,1.0494320261750891,103875.35020257124,False,False
52.0,0.004,0.0014626065855506735,0.55,1.0424797693928265,8.872560691821521,346.66996148537675,103950.65541594698,4.0,4.099311925858634,11314.872193566669,1.0424797693928265,103950.65541594698,1.0331435925927277,103206.44286295162,False,False
52.5,0.004,0.0014628328305767914,0.55,1.0429026305877305,8.871292108236808,346.6203154999648,103950.63151230529,4.0,4.099291970823826,11318.372973029065,1.0429026305877305,103950.63151230529,1.040848255009054,103651.70592450458,False,False
53.0,0.004,0.0014630591275180019,0.55,1.0433254540664774,8.870023637800568,346.57067884443575,103950.609074214,4.0,4.099273311058177,11321.875097461083,1.0433254540664774,103950.609074214,1.0338252335173717,104320.4796544448,False,False
53.5,0.004,0.0014632854638228837,0.55,1.0437482398225069,8.86875528053248,346.52105094680593,103950.58793048655,4.0,4.099255795259618,11325.378372947314,1.0437482398225069,103950.58793048655,1.0403579090635013,103117.18964626799,False,False
54.0,0.004,0.0014635118284123498,0.55,1.0441709878511047,8.867487036446686,346.4714313019014,103950.56792994778,4.0,4.099239289809017,11328.882628246525,1.0441709878511047,103950.56792994778,1.0525740692256786,103846.31090628973,False,False
54.5,0.004,0.0014637382115075313,0.55,1.0445936981491868,8.86621890555244,346.4218194635485,103950.54893909763,4.0,4.0992236767058445,11332.387712144215,1.0445936981491868,103950.54893909763,1.0273204939172633,103596.54870555745,False,False
55.0,0.004,0.001463964604477806,0.55,1.0450163707151072,8.864950887854679,346.37221503767597,103950.53084004657,4.0,4.099208851745032,11335.893491114623,1.0450163707151072,103950.53084004657,1.049360607150566,104191.90193052203,False,False
55.5,0.004,0.0014641909997065113,0.55,1.0454390055484895,8.863682983354533,346.3226176762231,103950.51352869264,4.0,4.0991947229057155,11339.399847254494,1.0454390055484895,103950.51352869264,1.0478163615718121,103747.9793430496,False,False
56.0,0.004,0.0014644173904723944,0.55,1.0458616026500773,8.862415192049768,346.2730270717588,103950.49691311047,4.0,4.099181208928544,11342.906676458717,1.0458616026500773,103950.49691311047,1.0399201030931093,104071.68311933115,False,False
56.5,0.004,0.001464643770844865,0.55,1.0462841620216032,8.86114751393519,346.2234429527296,103950.48091212886,4.0,4.099168238058428,11346.413886808143,1.0462841620216032,103950.48091212886,1.0318235834777187,104120.11903787959,False,False
57.0,0.004,0.001464870135591519,0.55,1.0467066836656713,8.859879949002986,346.17386507926244,103950.46545407381,4.0,4.099155746934322,11349.921397145994,1.0467066836656713,103950.46545407381,1.04742797874281,104501.33320599282,False,False
57.5,0.004,0.0014650964800964378,0.55,1.0471291675856553,8.858612497243033,346.1242932394583,103950.45047565881,4.0,4.099143679608266,11353.429135820012,1.0471291675856553,103950.45047565881,1.0418342404950174,103889.56789255621,False,False
58.0,0.004,0.0014653228002880609,0.55,1.0475516137856073,8.857345158643177,346.07472724611875,103950.43592100417,4.0,4.099131986679181,11356.937039571802,1.0475516137856073,103950.43592100417,1.0498783758991543,104063.24923189095,False,False
58.5,0.004,0.0014655490925754645,0.55,1.047974022270178,8.856077933189466,346.025166933855,103950.42174077121,4.0,4.099120624527498,11360.44505255546,1.047974022270178,103950.42174077121,1.0481925437254125,103504.90509703298,False,False
59.0,0.004,0.001465775353792108,0.55,1.0483963930445461,8.854810820866362,345.97561215653536,103950.40789139757,4.0,4.0991095546393685,11363.953125471093,1.0483963930445461,103950.40789139757,1.0644141819577553,104307.53196038569,False,False
59.5,0.004,0.0014660015811461577,0.55,1.0488187261143551,8.853543821656935,345.92606278503047,103950.39433442133,4.0,4.099098743009789,11367.461214799516,1.0488187261143551,103950.39433442133,1.046425169839625,103722.24167999992,False,False
60.0,0.004,0.0014662277721765899,0.55,1.0492410214856591,8.852276935543022,345.8765187052229,103950.38103588477,4.0,4.0990881596150786,11370.969282125883,1.0492410214856591,103950.38103588477,1.0390060465594404,103782.15478665844,False,False
60.5,0.004,0.0014664539247144666,0.55,1.0496632791648735,8.851010162505379,345.8269798162492,103950.36796580738,4.0,4.099077777947441,11374.477293542937,1.0496632791648735,103950.36796580738,1.0514560355144367,103943.69362735262,False,False
61.0,0.004,0.001466680036848723,0.55,1.050085499158732,8.849743502523804,345.7774460289474,103950.35509772047,4.0,4.099067574603673,11377.985219123679,1.050085499158732,103950.35509772047,1.0522854659984497,103481.48979411852,False,False
